Case,Event,Activity,Timestamp
8,91,Notify accept,2017-05-02 12:58:22.292
8,92,Deliver card,2017-05-12 11:18:22.292
8,93,EVENT 13 END,2017-05-12 11:18:22.292
9,94,New online application received,2017-03-13 10:56:22.180
9,95,Check for completeness,2017-03-13 11:23:09.588
9,96,Perform checks,2017-03-13 15:09:51.803
9,97,Make decision,2017-03-13 15:42:21.412
9,98,notify reject,2017-03-13 16:11:22.292
9,100,EVENT 13 END,2017-03-16 16:11:22.292
9,99,time out,2017-03-16 16:11:22.292
10,101,New online application received,2017-03-13 11:01:39.044
10,102,Check for completeness,2017-03-13 11:43:14.390
10,103,Perform checks,2017-03-13 13:08:04.299
10,104,Make decision,2017-03-13 15:21:51.884
10,105,Notify accept,2017-03-13 16:08:22.292
10,106,Deliver card,2017-03-13 17:11:22.292
10,107,EVENT 13 END,2017-03-13 17:11:22.292
11,108,New online application received,2017-03-13 11:11:11.354
11,109,Check for completeness,2017-03-13 11:31:24.768
11,110,Perform checks,2017-03-13 14:47:53.304
11,111,Make decision,2017-03-13 15:38:43.701
11,112,notify reject,2017-03-13 16:10:22.292
11,114,EVENT 13 END,2017-03-16 16:10:22.292
11,113,time out,2017-03-16 16:10:22.292
12,115,New online application received,2017-03-13 11:14:13.219
12,116,Check for completeness,2017-03-13 12:04:20.578
12,117,Request info,2017-03-13 12:05:20.578
12,118,info received,2017-03-15 18:14:37.336
12,119,Check for completeness,2017-03-16 17:26:12.679
12,120,Request info,2017-03-17 17:35:22.292
12,121,info received,2017-03-19 11:05:33.398
12,122,Check for completeness,2017-03-22 17:55:07.175
12,123,Request info,2017-03-24 12:44:22.292
12,124,info received,2017-03-26 18:17:38.542
12,125,Check for completeness,2017-04-04 13:34:18.377
12,126,Perform checks,2017-04-19 12:04:03.489
12,127,Make decision,2017-04-19 14:22:47.682
12,128,notify reject,2017-05-02 15:03:22.292
12,130,EVENT 13 END,2017-05-05 15:03:22.292
12,129,time out,2017-05-05 15:03:22.292
13,131,New online application received,2017-03-13 11:17:24.805
13,132,Check for completeness,2017-03-13 11:41:48.335
13,133,Perform checks,2017-03-13 13:41:28.535
13,134,Make decision,2017-03-13 14:39:24.678
13,135,Notify accept,2017-03-13 15:04:22.292
13,136,Deliver card,2017-03-13 16:05:22.292
13,137,EVENT 13 END,2017-03-13 16:05:22.292
14,138,New online application received,2017-03-13 11:18:53.445
14,139,Check for completeness,2017-03-13 12:09:52.895
14,140,Perform checks,2017-03-13 16:08:52.647
14,141,Make decision,2017-03-13 16:45:53.243
14,142,Notify accept,2017-03-13 17:12:22.292
14,143,Deliver card,2017-03-14 10:14:22.292
14,144,EVENT 13 END,2017-03-14 10:14:22.292
15,145,New online application received,2017-03-13 11:20:52.184
15,146,Check for completeness,2017-03-13 12:16:53.248
15,147,Perform checks,2017-03-13 15:23:59.192
15,148,Make decision,2017-03-13 16:54:37.239
15,149,notify reject,2017-03-13 17:13:22.292
15,151,EVENT 13 END,2017-03-16 17:13:22.292
15,150,time out,2017-03-16 17:13:22.292
16,152,New online application received,2017-03-13 11:28:58.325
16,153,Check for completeness,2017-03-13 12:51:10.515
16,154,Request info,2017-03-13 12:52:22.292
16,155,info received,2017-03-17 03:58:07.853
16,156,Check for completeness,2017-03-20 17:16:34.978
16,157,Perform checks,2017-03-24 14:39:33.771
16,158,Make decision,2017-03-24 15:18:39.643
16,159,notify reject,2017-03-30 17:57:22.292
16,161,EVENT 13 END,2017-04-02 17:57:22.292
16,160,time out,2017-04-02 17:57:22.292
17,162,New online application received,2017-03-13 11:34:32.376
17,163,Check for completeness,2017-03-13 12:43:21.484
17,164,Perform checks,2017-03-13 14:33:59.472
17,165,Make decision,2017-03-13 15:07:07.898
17,166,notify reject,2017-03-13 16:06:22.292
17,168,EVENT 13 END,2017-03-16 16:06:22.292
17,167,time out,2017-03-16 16:06:22.292
18,169,New online application received,2017-03-13 11:38:13.134
18,170,Check for completeness,2017-03-13 13:05:22.715
18,171,Request info,2017-03-13 13:53:22.292
18,172,info received,2017-03-16 00:59:30.021
18,173,Check for completeness,2017-03-17 10:08:04.598
18,174,Perform checks,2017-03-21 11:26:18.732
18,175,Make decision,2017-03-21 13:15:31.591
18,176,notify reject,2017-03-24 10:25:22.292
18,178,EVENT 13 END,2017-03-27 11:25:22.292
18,177,time out,2017-03-27 11:25:22.292
19,179,New online application received,2017-03-13 11:56:11.710
19,180,Check for completeness,2017-03-13 13:10:50.407
19,181,Perform checks,2017-03-13 16:06:24.064
19,182,Make decision,2017-03-13 17:38:05.767
19,183,Notify accept,2017-03-14 11:15:22.292
19,184,Deliver card,2017-03-14 12:25:22.292
19,185,EVENT 13 END,2017-03-14 12:25:22.292
20,186,New online application received,2017-03-13 12:02:45.712
20,187,Check for completeness,2017-03-13 13:18:41.926
20,188,Perform checks,2017-03-13 16:52:50.270
20,189,Make decision,2017-03-14 10:16:24.363
20,190,notify reject,2017-03-14 11:18:22.292
20,192,EVENT 13 END,2017-03-17 11:18:22.292
20,191,time out,2017-03-17 11:18:22.292
21,193,New online application received,2017-03-13 12:04:14.516
21,194,Check for completeness,2017-03-13 13:40:13.839
21,195,Request info,2017-03-13 13:58:22.292
21,196,info received,2017-03-14 05:30:16.210
21,197,Check for completeness,2017-03-14 13:34:48.271
21,198,Perform checks,2017-03-15 10:15:06.817
21,199,Make decision,2017-03-15 11:45:19.109
21,200,notify reject,2017-03-15 16:15:22.292
21,202,EVENT 13 END,2017-03-18 16:15:22.292
21,201,time out,2017-03-18 16:15:22.292
22,203,New online application received,2017-03-13 12:12:02.561
22,204,Check for completeness,2017-03-13 13:48:46.442
22,205,Perform checks,2017-03-13 17:16:13.041
22,206,Make decision,2017-03-13 17:38:30.185
22,207,Notify accept,2017-03-14 11:16:22.292
22,208,Deliver card,2017-03-14 13:25:22.292
22,209,EVENT 13 END,2017-03-14 13:25:22.292
23,210,New online application received,2017-03-13 12:15:30.937
23,211,Check for completeness,2017-03-13 13:32:53.861
23,212,Perform checks,2017-03-13 15:34:34.523
23,213,Make decision,2017-03-13 17:11:39.405
23,214,Notify accept,2017-03-13 17:14:22.292
23,215,Deliver card,2017-03-14 11:14:22.292
23,216,EVENT 13 END,2017-03-14 11:14:22.292
24,217,New online application received,2017-03-13 12:16:13.943
24,218,Check for completeness,2017-03-13 13:46:57.360
24,219,Perform checks,2017-03-13 17:51:09.695
24,220,Make decision,2017-03-14 11:13:05.702
24,221,Notify accept,2017-03-14 11:25:22.292
24,222,Deliver card,2017-03-14 15:27:22.292
24,223,EVENT 13 END,2017-03-14 15:27:22.292
25,224,New online application received,2017-03-13 12:28:59.775
25,225,Check for completeness,2017-03-13 13:54:25.318
25,226,Request info,2017-03-13 13:59:22.292
25,227,info received,2017-03-16 13:09:44.030
25,228,Check for completeness,2017-03-17 15:41:51.964
25,229,Perform checks,2017-03-22 12:36:22.117
25,230,Make decision,2017-03-22 13:30:33.887
25,231,Notify accept,2017-03-24 12:15:22.292
25,232,Deliver card,2017-03-29 18:38:22.292
25,233,EVENT 13 END,2017-03-29 18:38:22.292
26,234,New online application received,2017-03-13 12:48:28.764
26,235,Check for completeness,2017-03-13 14:09:51.569
26,236,Perform checks,2017-03-14 10:30:16.233
26,237,Make decision,2017-03-14 12:21:06.062
26,238,Notify accept,2017-03-14 15:31:22.292
26,239,Deliver card,2017-03-15 10:48:22.292
26,240,EVENT 13 END,2017-03-15 10:48:22.292
27,241,New online application received,2017-03-13 12:51:34.555
27,242,Check for completeness,2017-03-13 14:16:28.898
27,243,Request info,2017-03-13 15:02:22.292
27,244,info received,2017-03-16 03:14:01.091
27,245,Check for completeness,2017-03-16 17:56:02.331
27,246,Perform checks,2017-03-21 11:15:10.067
27,247,Make decision,2017-03-21 12:13:01.750
27,248,notify reject,2017-03-24 10:17:22.292
27,250,EVENT 13 END,2017-03-27 11:17:22.292
27,249,time out,2017-03-27 11:17:22.292
28,251,New online application received,2017-03-13 12:58:13.906
28,252,Check for completeness,2017-03-13 14:27:44.881
28,253,Perform checks,2017-03-14 10:08:47.420
28,254,Make decision,2017-03-14 12:03:56.016
28,255,Notify accept,2017-03-14 15:30:22.292
28,256,Deliver card,2017-03-14 17:48:22.292
28,257,EVENT 13 END,2017-03-14 17:48:22.292
29,258,New online application received,2017-03-13 13:05:08.809
29,259,Check for completeness,2017-03-13 14:06:48.924
29,260,Request info,2017-03-13 15:01:22.292
29,261,info received,2017-03-14 18:35:37.738
29,262,Check for completeness,2017-03-15 17:04:56.830
29,263,Perform checks,2017-03-17 10:07:58.444
29,264,Make decision,2017-03-17 10:13:30.877
29,265,Notify accept,2017-03-17 17:41:22.292
29,266,Deliver card,2017-03-22 11:25:22.292
29,267,EVENT 13 END,2017-03-22 11:25:22.292
30,268,New online application received,2017-03-13 13:11:50.573
30,269,Check for completeness,2017-03-13 14:59:17.196
30,270,Perform checks,2017-03-14 10:22:06.731
30,271,Make decision,2017-03-14 12:39:20.819
30,272,Notify accept,2017-03-14 15:32:22.292
30,273,Deliver card,2017-03-15 11:48:22.292
30,274,EVENT 13 END,2017-03-15 11:48:22.292
31,275,New online application received,2017-03-13 13:14:30.885
31,276,Check for completeness,2017-03-13 14:22:43.705
31,277,Perform checks,2017-03-13 16:24:46.140
31,278,Make decision,2017-03-14 10:10:06.861
31,279,Notify accept,2017-03-14 11:17:22.292
31,280,Deliver card,2017-03-14 14:25:22.292
31,281,EVENT 13 END,2017-03-14 14:25:22.292
32,282,New online application received,2017-03-13 13:30:39.401
32,283,Check for completeness,2017-03-13 14:41:53.806
32,284,Perform checks,2017-03-13 17:24:31.021
32,285,Make decision,2017-03-14 10:42:15.685
32,286,notify reject,2017-03-14 11:22:22.292
32,288,EVENT 13 END,2017-03-17 11:22:22.292
32,287,time out,2017-03-17 11:22:22.292
33,289,New online application received,2017-03-13 13:32:03.944
33,290,Check for completeness,2017-03-13 14:54:05.796
33,291,Request info,2017-03-13 15:05:22.292
33,292,info received,2017-03-15 08:49:56.943
33,293,Check for completeness,2017-03-15 17:20:08.964
33,294,Request info,2017-03-17 15:41:22.292
33,295,info received,2017-03-20 19:41:01.914
33,296,Check for completeness,2017-03-24 14:28:00.459
33,297,Perform checks,2017-04-03 16:09:38.131
33,298,Make decision,2017-04-03 16:57:48.313
33,299,notify reject,2017-04-12 12:02:22.292
33,301,EVENT 13 END,2017-04-15 12:02:22.292
33,300,time out,2017-04-15 12:02:22.292
34,302,New online application received,2017-03-13 13:35:02.232
34,303,Check for completeness,2017-03-13 15:02:43.267
34,304,Perform checks,2017-03-14 10:07:28.232
34,305,Make decision,2017-03-14 11:24:59.214
34,306,Notify accept,2017-03-14 14:27:22.292
34,307,Deliver card,2017-03-14 16:41:22.292
34,308,EVENT 13 END,2017-03-14 16:41:22.292
35,309,New online application received,2017-03-13 13:37:37.869
35,310,Check for completeness,2017-03-13 15:20:11.512
35,311,Perform checks,2017-03-14 11:39:22.957
35,312,Make decision,2017-03-14 13:15:05.486
35,313,notify reject,2017-03-14 15:34:22.292
35,315,EVENT 13 END,2017-03-17 15:34:22.292
35,314,time out,2017-03-17 15:34:22.292
36,316,New online application received,2017-03-13 13:38:43.754
36,317,Check for completeness,2017-03-13 15:33:14.181
36,318,Perform checks,2017-03-14 10:25:23.873
36,319,Make decision,2017-03-14 12:45:27.712
36,320,notify reject,2017-03-14 15:33:22.292
36,322,EVENT 13 END,2017-03-17 15:33:22.292
36,321,time out,2017-03-17 15:33:22.292
37,323,New online application received,2017-03-13 13:57:08.007
37,324,Check for completeness,2017-03-13 15:34:28.839
37,325,Request info,2017-03-13 16:09:22.292
37,326,info received,2017-03-17 04:40:39.466
37,327,Check for completeness,2017-03-20 17:36:25.373
37,328,Request info,2017-03-23 17:06:22.292
37,329,info received,2017-03-25 22:57:59.559
37,330,Check for completeness,2017-04-04 12:23:44.678
37,331,Perform checks,2017-04-18 16:32:53.252
37,332,Make decision,2017-04-18 16:56:20.244
37,333,notify reject,2017-05-01 13:38:22.292
37,335,EVENT 13 END,2017-05-04 13:38:22.292
37,334,time out,2017-05-04 13:38:22.292
38,336,New online application received,2017-03-13 14:04:09.730
38,337,Check for completeness,2017-03-13 15:39:14.228
38,338,Perform checks,2017-03-14 11:38:19.196
38,339,Make decision,2017-03-14 14:14:37.484
38,340,notify reject,2017-03-14 15:39:22.292
38,342,EVENT 13 END,2017-03-17 15:39:22.292
38,341,time out,2017-03-17 15:39:22.292
39,343,New online application received,2017-03-13 14:21:00.610
39,344,Check for completeness,2017-03-13 16:18:46.194
39,345,Perform checks,2017-03-14 13:06:50.630
39,346,Make decision,2017-03-14 15:13:37.792
39,347,notify reject,2017-03-14 16:48:22.292
39,349,EVENT 13 END,2017-03-17 16:48:22.292
39,348,time out,2017-03-17 16:48:22.292
40,350,New online application received,2017-03-13 14:48:01.379
40,351,Check for completeness,2017-03-13 16:49:13.812
40,352,Perform checks,2017-03-14 13:08:02.232
40,353,Make decision,2017-03-14 15:13:29.134
40,354,notify reject,2017-03-14 16:47:22.292
40,356,EVENT 13 END,2017-03-17 16:47:22.292
40,355,time out,2017-03-17 16:47:22.292
41,357,New online application received,2017-03-13 14:50:02.346
41,358,Check for completeness,2017-03-13 16:37:54.944
41,359,Perform checks,2017-03-14 10:48:58.438
41,360,Make decision,2017-03-14 13:38:58.619
41,361,Notify accept,2017-03-14 15:36:22.292
41,362,Deliver card,2017-03-15 13:48:22.292
41,363,EVENT 13 END,2017-03-15 13:48:22.292
42,364,New online application received,2017-03-13 14:54:12.821
42,365,Check for completeness,2017-03-13 16:39:41.149
42,366,Perform checks,2017-03-14 12:36:47.314
42,367,Make decision,2017-03-14 13:38:00.255
42,368,Notify accept,2017-03-14 15:35:22.292
42,369,Deliver card,2017-03-15 12:48:22.292
42,370,EVENT 13 END,2017-03-15 12:48:22.292
43,371,New online application received,2017-03-13 15:00:32.069
43,372,Check for completeness,2017-03-13 17:01:56.087
43,373,Perform checks,2017-03-14 13:30:31.500
43,374,Make decision,2017-03-14 14:15:25.511
43,375,notify reject,2017-03-14 15:40:22.292
43,377,EVENT 13 END,2017-03-17 15:40:22.292
43,376,time out,2017-03-17 15:40:22.292
44,378,New online application received,2017-03-13 15:03:07.226
44,379,Check for completeness,2017-03-13 17:17:29.692
44,380,Perform checks,2017-03-14 12:47:10.233
44,381,Make decision,2017-03-14 13:52:14.529
44,382,Notify accept,2017-03-14 15:37:22.292
44,383,Deliver card,2017-03-15 14:48:22.292
44,384,EVENT 13 END,2017-03-15 14:48:22.292
45,385,New online application received,2017-03-13 15:11:42.349
45,386,Check for completeness,2017-03-13 17:08:53.417
45,387,Perform checks,2017-03-14 13:47:05.263
45,388,Make decision,2017-03-14 15:10:18.071
45,389,notify reject,2017-03-14 16:46:22.292
45,390,review request received,2017-03-17 01:44:58.905
45,391,Check for completeness,2017-03-20 17:01:52.120
45,392,Perform checks,2017-03-24 14:40:56.225
45,393,Make decision,2017-03-24 15:15:18.760
45,394,notify reject,2017-03-30 17:55:22.292
45,395,review request received,2017-04-01 19:20:49.621
45,396,Check for completeness,2017-04-14 12:50:59.538
45,397,Perform checks,2017-05-05 12:40:11.027
45,398,Make decision,2017-05-05 13:22:37.267
45,399,notify reject,2017-05-17 11:24:22.292
45,400,review request received,2017-05-19 10:20:59.861
45,401,Check for completeness,2017-06-30 16:03:34.519
45,402,Perform checks,2017-08-29 13:24:42.474
45,403,Make decision,2017-08-31 16:18:21.714
45,404,notify reject,2017-10-20 13:41:22.292
45,406,EVENT 13 END,2017-10-23 13:41:22.292
45,405,time out,2017-10-23 13:41:22.292
46,407,New online application received,2017-03-13 15:12:15.310
46,408,Check for completeness,2017-03-13 17:53:09.783
46,409,Perform checks,2017-03-14 13:50:44.451
46,410,Make decision,2017-03-14 16:09:40.159
46,411,notify reject,2017-03-15 14:52:22.292
46,413,EVENT 13 END,2017-03-18 14:52:22.292
46,412,time out,2017-03-18 14:52:22.292
47,414,New online application received,2017-03-13 15:19:45.460
47,415,Check for completeness,2017-03-13 17:23:27.308
47,416,Perform checks,2017-03-14 13:43:01.168
47,417,Make decision,2017-03-14 14:48:03.230
47,418,Notify accept,2017-03-14 16:44:22.292
47,419,Deliver card,2017-03-15 15:54:22.292
47,420,EVENT 13 END,2017-03-15 15:54:22.292
48,421,New online application received,2017-03-13 15:21:43.837
48,422,Check for completeness,2017-03-14 10:04:52.782
48,423,Perform checks,2017-03-14 14:49:01.150
48,424,Make decision,2017-03-14 15:48:31.857
48,425,notify reject,2017-03-15 14:50:22.292
48,427,EVENT 13 END,2017-03-18 14:50:22.292
48,426,time out,2017-03-18 14:50:22.292
49,428,New online application received,2017-03-13 15:31:12.776
49,429,Check for completeness,2017-03-13 17:44:54.442
49,430,Perform checks,2017-03-14 14:19:05.173
49,431,Make decision,2017-03-14 16:53:24.558
49,432,Notify accept,2017-03-15 15:56:22.292
49,433,Deliver card,2017-03-16 11:34:22.292
49,434,EVENT 13 END,2017-03-16 11:34:22.292
50,435,New online application received,2017-03-13 15:36:06.675
50,436,Check for completeness,2017-03-14 10:31:33.758
50,437,Request info,2017-03-14 11:20:22.292
50,438,info received,2017-03-18 20:51:36.126
50,439,Check for completeness,2017-03-22 17:12:48.161
50,440,Request info,2017-03-24 12:38:22.292
50,441,info received,2017-03-27 18:45:05.396
50,442,Check for completeness,2017-04-06 11:08:07.194
50,443,Perform checks,2017-04-21 17:23:26.240
50,444,Make decision,2017-04-21 18:18:33.443
50,445,Notify accept,2017-05-05 13:48:22.292
50,446,Deliver card,2017-05-17 14:25:22.292
50,447,EVENT 13 END,2017-05-17 14:25:22.292
51,448,New online application received,2017-03-13 15:55:07.080
51,449,Check for completeness,2017-03-14 10:33:16.666
51,450,Perform checks,2017-03-14 14:14:57.979
51,451,Make decision,2017-03-14 15:42:07.516
51,452,Notify accept,2017-03-15 14:49:22.292
51,453,Deliver card,2017-03-15 17:33:22.292
51,454,EVENT 13 END,2017-03-15 17:33:22.292
52,455,New online application received,2017-03-13 15:55:20.865
52,456,Check for completeness,2017-03-14 10:34:59.125
52,457,Request info,2017-03-14 11:21:22.292
52,458,info received,2017-03-16 09:44:20.284
52,459,Check for completeness,2017-03-17 10:26:48.574
52,460,Perform checks,2017-03-21 10:45:33.149
52,461,Make decision,2017-03-21 11:31:20.734
52,462,Notify accept,2017-03-24 10:16:22.292
52,463,Deliver card,2017-03-27 15:28:22.292
52,464,EVENT 13 END,2017-03-27 15:28:22.292
53,465,New online application received,2017-03-13 16:08:35.887
53,466,Check for completeness,2017-03-14 10:27:27.018
53,467,Request info,2017-03-14 11:19:22.292
53,468,info received,2017-03-18 05:49:00.205
53,469,Check for completeness,2017-03-22 16:09:13.663
53,470,Perform checks,2017-03-29 13:48:04.045
53,471,Make decision,2017-03-29 14:12:51.605
53,472,notify reject,2017-03-31 16:46:22.292
53,474,EVENT 13 END,2017-04-03 16:46:22.292
53,473,time out,2017-04-03 16:46:22.292
54,475,New online application received,2017-03-13 16:12:55.517
54,476,Check for completeness,2017-03-14 10:41:52.029
54,477,Perform checks,2017-03-14 15:19:19.544
54,478,Make decision,2017-03-14 16:29:20.686
54,479,Notify accept,2017-03-15 14:54:22.292
54,480,Deliver card,2017-03-16 10:33:22.292
54,481,EVENT 13 END,2017-03-16 10:33:22.292
55,482,New online application received,2017-03-13 16:14:53.527
55,483,Check for completeness,2017-03-14 10:50:58.626
55,484,Perform checks,2017-03-14 15:15:23.199
55,485,Make decision,2017-03-14 17:55:58.717
55,486,notify reject,2017-03-15 16:03:22.292
55,488,EVENT 13 END,2017-03-18 16:03:22.292
55,487,time out,2017-03-18 16:03:22.292
56,489,New online application received,2017-03-13 16:15:00.529
56,490,Check for completeness,2017-03-14 10:45:51.162
56,491,Perform checks,2017-03-14 15:22:49.588
56,492,Make decision,2017-03-14 16:48:50.291
56,493,notify reject,2017-03-15 15:55:22.292
56,495,EVENT 13 END,2017-03-18 15:55:22.292
56,494,time out,2017-03-18 15:55:22.292
57,496,New online application received,2017-03-13 16:19:42.483
57,497,Check for completeness,2017-03-14 10:46:00.830
57,498,Request info,2017-03-14 11:23:22.292
57,499,info received,2017-03-15 15:24:41.646
57,500,Check for completeness,2017-03-16 15:10:07.293
57,501,Request info,2017-03-17 17:18:22.292
57,502,info received,2017-03-19 14:03:31.552
57,503,Check for completeness,2017-03-22 17:34:29.604
57,504,Perform checks,2017-03-29 17:46:39.961
57,505,Make decision,2017-03-29 18:48:37.460
57,506,notify reject,2017-03-31 17:04:22.292
57,508,EVENT 13 END,2017-04-03 17:04:22.292
57,507,time out,2017-04-03 17:04:22.292
58,509,New online application received,2017-03-13 16:30:13.685
58,510,Check for completeness,2017-03-14 11:06:09.543
58,511,Perform checks,2017-03-14 17:17:28.765
58,512,Make decision,2017-03-15 10:27:10.890
58,513,Notify accept,2017-03-15 16:05:22.292
58,514,Deliver card,2017-03-16 15:34:22.292
58,515,EVENT 13 END,2017-03-16 15:34:22.292
59,516,New online application received,2017-03-13 16:31:55.132
59,517,Check for completeness,2017-03-14 11:17:35.130
59,518,Request info,2017-03-14 14:26:22.292
59,519,info received,2017-03-16 17:08:10.441
59,520,Check for completeness,2017-03-20 15:39:47.519
59,521,Perform checks,2017-03-24 10:04:21.142
59,522,Make decision,2017-03-24 11:16:18.448
59,523,Notify accept,2017-03-29 12:32:22.292
59,524,Deliver card,2017-03-31 14:37:22.292
59,525,EVENT 13 END,2017-03-31 14:37:22.292
60,526,New online application received,2017-03-13 16:34:02.150
60,527,Check for completeness,2017-03-14 11:01:09.620
60,528,Request info,2017-03-14 11:24:22.292
60,529,info received,2017-03-17 20:39:26.682
60,530,Check for completeness,2017-03-22 15:23:05.022
60,531,Perform checks,2017-03-29 11:24:16.831
60,532,Make decision,2017-03-29 12:43:15.204
60,533,notify reject,2017-03-31 15:38:22.292
60,535,EVENT 13 END,2017-04-03 15:38:22.292
60,534,time out,2017-04-03 15:38:22.292
61,536,New online application received,2017-03-13 16:35:30.714
61,537,Check for completeness,2017-03-14 11:04:26.799
61,538,Perform checks,2017-03-14 15:19:10.014
61,539,Make decision,2017-03-14 17:08:15.578
61,540,notify reject,2017-03-15 16:00:22.292
61,542,EVENT 13 END,2017-03-18 16:00:22.292
61,541,time out,2017-03-18 16:00:22.292
62,543,New online application received,2017-03-13 16:42:41.357
62,544,Check for completeness,2017-03-14 11:24:40.757
62,545,Perform checks,2017-03-14 16:56:15.230
62,546,Make decision,2017-03-15 10:31:34.590
62,547,notify reject,2017-03-15 16:06:22.292
62,549,EVENT 13 END,2017-03-18 16:06:22.292
62,548,time out,2017-03-18 16:06:22.292
63,550,New online application received,2017-03-13 16:50:19.888
63,551,Check for completeness,2017-03-14 11:31:03.803
63,552,Perform checks,2017-03-14 16:10:01.925
63,553,Make decision,2017-03-14 16:56:53.902
63,554,Notify accept,2017-03-15 15:58:22.292
63,555,Deliver card,2017-03-16 12:34:22.292
63,556,EVENT 13 END,2017-03-16 12:34:22.292
64,557,New online application received,2017-03-13 16:54:57.862
64,558,Check for completeness,2017-03-14 11:41:25.672
64,559,Perform checks,2017-03-14 16:38:57.968
64,560,Make decision,2017-03-14 17:49:10.381
64,561,Notify accept,2017-03-15 16:02:22.292
64,562,Deliver card,2017-03-16 14:34:22.292
